0	990040.000000
1	980042.000000
2	970085.000000
3	960407.000000
4	950809.000000
5	941230.000000
6	931950.000000
7	922776.000000
8	913699.000000
9	904561.000000
10	895539.000000
11	886633.000000
12	877879.000000
13	869151.000000
14	860448.000000
15	851734.000000
16	843169.000000
17	834839.000000
18	826379.000000
19	818035.000000
20	809790.000000
21	801632.000000
22	793678.000000
23	785834.000000
24	778044.000000
25	770173.000000
26	762358.000000
27	754726.000000
28	747226.000000
29	739835.000000
30	732404.000000
31	725039.000000
32	717809.000000
33	710720.000000
34	703646.000000
35	696672.000000
36	689735.000000
37	682870.000000
38	676245.000000
39	669506.000000
40	662870.000000
41	656205.000000
42	649612.000000
43	643170.000000
44	636842.000000
45	630433.000000
46	624232.000000
47	618007.000000
48	611777.000000
49	605590.000000
50	599448.000000
51	593471.000000
52	587431.000000
53	581475.000000
54	575728.000000
55	569849.000000
56	564084.000000
57	558401.000000
58	552661.000000
59	547054.000000
60	541609.000000
61	536203.000000
62	530807.000000
63	525603.000000
64	520379.000000
65	515119.000000
66	509984.000000
67	504867.000000
68	499773.000000
69	494808.000000
70	489754.000000
71	484860.000000
72	479936.000000
73	475158.000000
74	470402.000000
75	465711.000000
76	460990.000000
77	456428.000000
78	451833.000000
79	447344.000000
80	442825.000000
81	438468.000000
82	434008.000000
83	429694.000000
84	425298.000000
85	421095.000000
86	416934.000000
87	412822.000000
88	408659.000000
89	404601.000000
90	400490.000000
91	396474.000000
92	392456.000000
93	388586.000000
94	384571.000000
95	380765.000000
96	376984.000000
97	373196.000000
98	369508.000000
99	365732.000000
100	362138.000000
101	358520.000000
102	354855.000000
103	351341.000000
104	347736.000000
105	344253.000000
106	340841.000000
107	337397.000000
108	333992.000000
109	330687.000000
110	327400.000000
111	324136.000000
112	320908.000000
113	317672.000000
114	314540.000000
115	311427.000000
116	308224.000000
117	305112.000000
118	302073.000000
119	299119.000000
120	296246.000000
121	293307.000000
122	290391.000000
123	287486.000000
124	284512.000000
125	281687.000000
126	278872.000000
127	276171.000000
128	273471.000000
129	270727.000000
130	268034.000000
131	265270.000000
132	262568.000000
133	259984.000000
134	257332.000000
135	254682.000000
136	252188.000000
137	249670.000000
138	247180.000000
139	244742.000000
140	242222.000000
141	239823.000000
142	237365.000000
143	235013.000000
144	232737.000000
145	230419.000000
146	228102.000000
147	225762.000000
148	223507.000000
149	221282.000000
150	219043.000000
151	216889.000000
152	214671.000000
153	212556.000000
154	210412.000000
155	208319.000000
156	206212.000000
157	204144.000000
158	202094.000000
159	200086.000000
160	198062.000000
161	196080.000000
162	194162.000000
163	192239.000000
164	190338.000000
165	188504.000000
166	186680.000000
167	184861.000000
168	183025.000000
169	181138.000000
170	179299.000000
171	177468.000000
172	175667.000000
173	173862.000000
174	172091.000000
175	170347.000000
176	168653.000000
177	166913.000000
178	165320.000000
179	163599.000000
180	161953.000000
181	160329.000000
182	158657.000000
183	157110.000000
184	155566.000000
185	154061.000000
186	152550.000000
187	151059.000000
188	149621.000000
189	148208.000000
190	146691.000000
191	145188.000000
192	143835.000000
193	142426.000000
194	140986.000000
195	139575.000000
196	138186.000000
197	136805.000000
198	135489.000000
199	134134.000000
200	132816.000000
201	131465.000000
202	130169.000000
203	128873.000000
204	127541.000000
205	126334.000000
206	125089.000000
207	123827.000000
208	122580.000000
209	121307.000000
210	120091.000000
211	118836.000000
212	117659.000000
213	116467.000000
214	115260.000000
215	114118.000000
216	113026.000000
217	111834.000000
218	110752.000000
219	109652.000000
220	108583.000000
221	107432.000000
222	106333.000000
223	105225.000000
224	104185.000000
225	103115.000000
226	102092.000000
227	101076.000000
228	100087.000000
229	99092.000000
230	98108.000000
231	97167.000000
232	96199.000000
233	95225.000000
234	94283.000000
235	93373.000000
236	92440.000000
237	91573.000000
238	90673.000000
239	89795.000000
240	88906.000000
241	88084.000000
242	87194.000000
243	86308.000000
244	85460.000000
245	84628.000000
246	83806.000000
247	82957.000000
248	82084.000000
249	81257.000000
250	80432.000000
251	79668.000000
252	78857.000000
253	78078.000000
254	77320.000000
255	76478.000000
256	75702.000000
257	74921.000000
258	74177.000000
259	73449.000000
260	72729.000000
261	72011.000000
262	71243.000000
263	70440.000000
264	69706.000000
265	68995.000000
266	68289.000000
267	67646.000000
268	66976.000000
269	66334.000000
270	65701.000000
271	65036.000000
272	64358.000000
273	63753.000000
274	63091.000000
275	62455.000000
276	61819.000000
277	61174.000000
278	60559.000000
279	59904.000000
280	59351.000000
281	58736.000000
282	58166.000000
283	57575.000000
284	56980.000000
285	56456.000000
286	55888.000000
287	55279.000000
288	54711.000000
289	54175.000000
290	53640.000000
291	53102.000000
292	52535.000000
293	52025.000000
294	51508.000000
295	50975.000000
296	50424.000000
297	49941.000000
298	49431.000000
299	48942.000000
300	48448.000000
301	47920.000000
302	47472.000000
303	47017.000000
304	46529.000000
305	46071.000000
306	45652.000000
307	45220.000000
308	44771.000000
309	44308.000000
310	43831.000000
311	43390.000000
312	42933.000000
313	42487.000000
314	42054.000000
315	41608.000000
316	41202.000000
317	40797.000000
318	40373.000000
319	39974.000000
320	39584.000000
321	39175.000000
322	38815.000000
323	38446.000000
324	38092.000000
325	37711.000000
326	37273.000000
327	36890.000000
328	36518.000000
329	36142.000000
330	35790.000000
331	35456.000000
332	35079.000000
333	34736.000000
334	34381.000000
335	34049.000000
336	33701.000000
337	33366.000000
338	33034.000000
339	32739.000000
340	32421.000000
341	32081.000000
342	31769.000000
343	31476.000000
344	31161.000000
345	30874.000000
346	30559.000000
347	30263.000000
348	29945.000000
349	29672.000000
350	29402.000000
351	29145.000000
352	28849.000000
353	28596.000000
354	28312.000000
355	28051.000000
356	27773.000000
357	27492.000000
358	27220.000000
359	26948.000000
360	26666.000000
361	26373.000000
362	26117.000000
363	25853.000000
364	25588.000000
365	25326.000000
366	25068.000000
367	24817.000000
368	24572.000000
369	24330.000000
370	24084.000000
371	23854.000000
372	23614.000000
373	23372.000000
374	23128.000000
375	22885.000000
376	22641.000000
377	22432.000000
